timestamp,ax,ay,az,gx,gy,gz,mag_acc,mag_gyro,diff_acc,diff_gyro,diff_time,label
213675,-2.27,-10.17,-3.88,-0.02,-0.04,-0.92,11.11918162,0.921086315,3.079374413,-0.916874511,1006,1
214676,-1.02,-9.98,-2.38,0.1,-0.41,-0.19,10.31044131,0.462817459,-0.808740315,-0.458268857,1001,1
215682,-1.16,-9.87,-3.07,-0.1,-0.73,-0.3,10.40131722,0.795550124,0.090875915,0.332732666,1006,1
216683,-0.93,-9.85,-3.46,-0.05,-0.01,0.01,10.48136441,0.051961524,0.080047191,-0.7435886,1001,1
222699,-7.47,-6.79,-4.76,-0.71,0.4,0.21,11.16076162,0.841546196,0.679397208,0.789584672,6016,0
223705,-5.69,-6.82,-7.13,-0.44,0.54,0.26,11.38970588,0.743505212,0.228944256,-0.098040984,1006,0
224706,-10.41,-4.02,-6.36,-0.77,1.66,-0.49,12.84438009,1.89436005,1.454674215,1.150854838,1001,0
226712,-9.33,-0.61,-5.1,-0.01,0.16,0.05,10.65039905,0.167928556,-2.19398104,-1.726431494,2006,0
227718,-9.5,0.85,-2.55,-0.92,-0.21,0.12,9.872942824,0.951262319,-0.77745623,0.783333763,1006,0
228719,-8.16,3.05,-2.12,-2.35,0.45,0.78,8.965628812,2.516624724,-0.907314011,1.565362404,1001,0
229725,-7.27,4.82,0.3,0.02,0.14,0.05,8.727846241,0.15,-0.237782572,-2.366624724,1006,0
230726,-5.72,5.47,0.17,0.94,-0.33,0.04,7.916324905,0.997045636,-0.811521336,0.847045636,1001,0
231732,-6.68,5.99,-1.37,-0.03,-0.19,0.34,9.076309823,0.3906405,1.159984918,-0.606405136,1006,0
232733,-3.33,6.73,1.79,-0.36,0.08,-0.08,7.719190372,0.377359245,-1.357119451,-0.013281254,1001,0
233739,-3.53,5.36,4.11,-0.45,0.2,0.57,7.621194132,0.753259583,-0.09799624,0.375900338,1006,0
234740,-2.82,4.13,4.78,0.35,-0.31,0.03,6.91792599,0.468508271,-0.703268142,-0.284751312,1001,0
235746,-3.49,6.34,2.7,0.1,0.03,-0.07,7.724357578,0.125698051,0.806431589,-0.34281022,1006,0
236747,-3.02,5.77,4.23,-0.07,-0.05,0,7.765706665,0.086023253,0.041349086,-0.039674798,1001,0
237753,-2.36,5.41,4.72,0.03,0.14,-0.02,7.557519434,0.144568323,-0.20818723,0.05854507,1006,0
238754,-3.51,7.04,2.53,0.16,-0.03,-0.05,8.263328627,0.170293864,0.705809193,0.025725541,1001,0
239760,-2.88,6.75,2.33,0.03,-0.51,-0.11,7.699727268,0.522589705,-0.563601359,0.352295842,1006,0
240761,-2.86,7.84,1.36,0.41,-0.3,-0.21,8.455459775,0.549727205,0.755732507,0.0271375,1001,0
241767,-3.13,6.67,2.56,-0.55,0.06,-0.07,7.799961538,0.55767374,-0.655498236,0.007946535,1006,1
242768,19.61,-3.61,-19.61,4.37,-4.37,-0.12,27.96669984,6.181278185,20.1667383,5.623604445,1001,1
243774,4.37,-5.06,-10.18,-0.28,-0.56,0.14,12.17919948,0.641560597,-15.78750036,-5.539717588,1006,1
252795,3.92,-5.15,-10.63,-0.03,0.01,-0.01,12.44531237,0.033166248,0.266112889,-0.608394349,9021,1
253801,4.11,-4.85,-11.84,0.15,-0.37,0.15,13.43875738,0.426497362,0.993445013,0.393331114,1006,1
254802,8.39,0.93,-9.06,-0.39,0.8,-1.04,12.38307716,1.368831619,-1.055680221,0.942334256,1001,0
257813,2.51,6.15,6.09,0.01,-0.33,-1.65,9.011697953,1.682706154,-3.371379209,0.313874535,3011,0
259819,1.73,6.99,3.68,-0.52,-1.44,-2.03,8.086742237,2.542616762,-0.924955717,0.859910609,2006,0
261825,0.61,5.58,4.77,-0.03,-0.03,0.53,7.366233773,0.531695402,-0.720508463,-2.010921361,2006,0
262826,1.53,5.77,5.54,-0.27,0,-0.51,8.144040766,0.577061522,0.777806993,0.04536612,1001,0
263832,-1.39,7.98,-3.08,-0.12,-0.12,-0.49,8.665962151,0.518555686,0.521921385,-0.058505835,1006,0
264833,0.46,7.64,3.34,-0.86,0.65,1.05,8.350856244,1.504858797,-0.315105907,0.986303111,1001,0
265839,1.55,6.05,4.55,0.51,-0.59,-0.83,7.727062831,1.138902981,-0.623793412,-0.365955816,1006,0
267845,-8.4,2.97,-2.92,0.07,-2.87,-0.49,9.375889291,2.912370169,1.64882646,1.773467188,2006,0
269851,2.26,0.93,11.89,0.26,-3.67,-0.01,12.1385584,3.679211872,2.762669108,0.766841703,2006,0
270852,1.14,-0.38,7.33,-0.03,0.01,0.12,7.427846256,0.124096736,-4.710712143,-3.555115136,1001,0
